video_id,author_name,comment_text,clean_text,comment_date,comment_likes,replies,sentiment,topic,topic_probability,umap_x,umap_y
d9U66yU8dYE,@CristiSiRalu,"Prea putin se vorbeste ca omul asta merge ore in sir, chiar de doua ori pe zi la dezbateri expunandu-se jurnalistilor, inclusiv celor din cealalta tabara, mereu masurandu-si cuvintele si mai ales, ramanand calm in conditiile in care contracandidatul e absent si un nesimtit. 
Felicitarile mele pentru energie! Sa fie ce o vrea Dumnezeu si fiecare cu constiinta lui.","Prea putin se vorbeste ca omul asta merge ore in sir, chiar de doua ori pe zi la dezbateri expunandu-se jurnalistilor, inclusiv celor din cealalta tabara, mereu masurandu-si cuvintele si mai ales, ramanand calm in conditiile in care contracandidatul e absent si un nesimtit. Felicitarile mele pentru energie! Sa fie ce o vrea Dumnezeu si fiecare cu constiinta lui.",2025-05-14 17:25:24+00:00,5199.0,340.0,Positive,-1.0,0.024801313740159005,2.1467767,4.391203
d9U66yU8dYE,@ClaudeFrost,"Săracul Nicușor, se vede pe el cât este de obosit mai ales din cauza faptului că mai bine de o săptămână încearcă să fie prezent pe toate fronturile. Îl respect pentru faptul că încearcă să fie prezent și să nu dezamăgească pe nimeni.","Săracul Nicușor, se vede pe el cât este de obosit mai ales din cauza faptului că mai bine de o săptămână încearcă să fie prezent pe toate fronturile. Îl respect pentru faptul că încearcă să fie prezent și să nu dezamăgească pe nimeni.",2025-05-14 15:56:34+00:00,3055.0,142.0,Negative,-1.0,0.20845659567263727,1.8008922,6.843694
d9U66yU8dYE,@d.gabriele230,Am votat in primul tur Simion. Tind sa-mi schimb votul dupa acest podcast! Felicitari Domnului Nicusor Dan! Multumim Micutzu pentru prezentarea faptelor in timp real!,Am votat in primul tur Simion. Tind sa-mi schimb votul dupa acest podcast! Felicitari Domnului Nicusor Dan! Multumim Micutzu pentru prezentarea faptelor in timp real!,2025-05-14 17:18:09+00:00,2876.0,191.0,Negative,-1.0,0.1719879369097077,2.9548259,3.3838284
d9U66yU8dYE,@lorentzo96,"Daca tot vorbim de empatie, nu ai cum sa nu apreciez stresul si oboseala prin care trece acest om. 
Nu se intampla de cand candideaza, o face benevol ca activist de 20 de ani.
Tot respectul si nu am fost niciodata atat de recunoscator unui om ca duce (aproape singur) stresul unei mari parti din tara asta.
Multumesc pentru podcat MCN si multumim pentru travalui, domnule Nicusor!
Sunteti o speranta pentru tinerii care nu au ales calea usoara!
Multă sănătate va dorim! ❤","Daca tot vorbim de empatie, nu ai cum sa nu apreciez stresul si oboseala prin care trece acest om. Nu se intampla de cand candideaza, o face benevol ca activist de 20 de ani. Tot respectul si nu am fost niciodata atat de recunoscator unui om ca duce (aproape singur) stresul unei mari parti din tara asta. Multumesc pentru podcat MCN si multumim pentru travalui, domnule Nicusor! Sunteti o speranta pentru tinerii care nu au ales calea usoara! Multă sănătate va dorim!",2025-05-14 18:20:30+00:00,1389.0,42.0,Positive,-1.0,0.02513582301906692,1.0199618,4.8992944
d9U66yU8dYE,@laurapuescu3155,"Nu credeam că voi spune asta vreodată, dar a ajuns să îmi facă plăcere să ascult o dezbatere prezidențială datorită domnului Nicușor Dan. În sfârșit se discută probleme reale, soluții reale, în sfârșit se dezbate realitatea obiectivă a țării. Fără populism, strategii, injurii, acuzații. E bine când nu se prezintă George Simion la dezbatere. Se poate discuta omenește, iar noi putem asculta fără sa ne crească tensiunea. Mult succes duminică, sper să votăm cu cap😊","Nu credeam că voi spune asta vreodată, dar a ajuns să îmi facă plăcere să ascult o dezbatere prezidențială datorită domnului Nicușor Dan. În sfârșit se discută probleme reale, soluții reale, în sfârșit se dezbate realitatea obiectivă a țării. Fără populism, strategii, injurii, acuzații. E bine când nu se prezintă George Simion la dezbatere. Se poate discuta omenește, iar noi putem asculta fără sa ne crească tensiunea. Mult succes duminică, sper să votăm cu cap",2025-05-14 16:57:30+00:00,1173.0,42.0,Negative,-1.0,0.34990366536401124,1.4731606,3.0995085
d9U66yU8dYE,@jjblomkvist,"1 milion de vizualizări în 7 ore. Let that sink in. Mulțumim, mr. Nedelcu!","1 milion de vizualizări în 7 ore. Let that sink in. Mulțumim, mr. Nedelcu!",2025-05-14 21:09:49+00:00,993.0,47.0,Positive,-1.0,0.09730945647771017,3.228498,5.540237
d9U66yU8dYE,@conor2687,"În primul tur am votat Simion, ca un gest de frondă și de protest împotriva întregului spectru politic. Nu îmi pare rău că am dat o palmă binemeritată tuturor. În turul doi însă, am să votez Nicușor Dan. El a convins mai mult și a fost dispus la dialog adevărat cu poporul! Să câștige cel mai bun!","În primul tur am votat Simion, ca un gest de frondă și de protest împotriva întregului spectru politic. Nu îmi pare rău că am dat o palmă binemeritată tuturor. În turul doi însă, am să votez Nicușor Dan. El a convins mai mult și a fost dispus la dialog adevărat cu poporul! Să câștige cel mai bun!",2025-05-14 15:40:12+00:00,939.0,112.0,Positive,-1.0,0.09318139468503618,0.9053596,2.5287385
d9U66yU8dYE,@mihneagabriel7650,Felicitări pentru organizare! Felicitări singurului candidat care și-a rupt din timp să răspundă unor întrebări uneori puțin incomode. Consider că ND prin ultimele participări la dezbateri de unul singur ia o opțiune clară în a câștiga aceste alegeri.,Felicitări pentru organizare! Felicitări singurului candidat care și-a rupt din timp să răspundă unor întrebări uneori puțin incomode. Consider că ND prin ultimele participări la dezbateri de unul singur ia o opțiune clară în a câștiga aceste alegeri.,2025-05-14 15:53:29+00:00,926.0,21.0,Positive,-1.0,0.09176925152384875,0.96543914,2.6651864
d9U66yU8dYE,@sorinsms1857,Acum 35 de ani tatal meu murea in Revolutie pentru libertate... nu imi vine sa cred ca in zilele  noastre am ajuns sa ma tem pentru fiul meu. Merg la vot pentru ei!💙💛❤,Acum 35 de ani tatal meu murea in Revolutie pentru libertate... nu imi vine sa cred ca in zilele noastre am ajuns sa ma tem pentru fiul meu. Merg la vot pentru ei!,2025-05-14 19:25:46+00:00,810.0,47.0,Positive,-1.0,0.44887091767502485,-0.29582283,3.3379815
d9U66yU8dYE,@emanuelalecsa8407,"Este o decizie atât, atât de simplă.. 
Diferență de gândire și abordare de la cer la pământ intre cei 2. 
Vot către ND!","Este o decizie atât, atât de simplă.. Diferență de gândire și abordare de la cer la pământ intre cei 2. Vot către ND!",2025-05-14 19:51:54+00:00,767.0,37.0,Positive,-1.0,0.034977126825292144,-0.077141434,2.0398743
d9U66yU8dYE,@mariusvasilca4732,"In primul tur nu l-am intels pe Nicusor Dan , dar dupa ultimele dezbateri am inteles modul lui de gandire si mi se pare TOP , cu siguranta varianta Nicusor- Bolojan este foarte solida pentru Romania ! Multumim pt podcast","In primul tur nu l-am intels pe Nicusor Dan , dar dupa ultimele dezbateri am inteles modul lui de gandire si mi se pare TOP , cu siguranta varianta Nicusor- Bolojan este foarte solida pentru Romania ! Multumim pt podcast",2025-05-14 18:11:40+00:00,658.0,11.0,Positive,-1.0,0.3973909380893997,1.911548,-0.034753125
d9U66yU8dYE,@moviefails,"Felicitări domnului Nicușor Dan și lui Micutzu pentru organizare! România are nevoie de un lider demn, care nu fuge de dezbateri și nu se ascunde în spatele vizitelor formale. În vremuri grele, când alegem între drumul european și amenințările din Est, avem nevoie de un președinte care stă drept, apără valorile democratice și nu tace când țara are nevoie de claritate și curaj.","Felicitări domnului Nicușor Dan și lui Micutzu pentru organizare! România are nevoie de un lider demn, care nu fuge de dezbateri și nu se ascunde în spatele vizitelor formale. În vremuri grele, când alegem între drumul european și amenințările din Est, avem nevoie de un președinte care stă drept, apără valorile democratice și nu tace când țara are nevoie de claritate și curaj.",2025-05-14 15:41:51+00:00,642.0,70.0,Positive,2.0,1.0,1.7849758,-0.3340875
d9U66yU8dYE,@delialeitoiu80,"Bravo dnul Nicușor dacă  prima data l am votat pe George Simion, acum când văd cât este de las, sa nu participe la nici o dezbatere. Nu îl mai votez.","Bravo dnul Nicușor dacă prima data l am votat pe George Simion, acum când văd cât este de las, sa nu participe la nici o dezbatere. Nu îl mai votez.",2025-05-14 16:20:55+00:00,604.0,24.0,Negative,0.0,0.4435939971128323,1.0292946,3.0189989
d9U66yU8dYE,@kozmakozma-t1n,Prima oară anul asta când ma uit la o dezbatere electorală  fără sa ma enervez. Mulțumesc,Prima oară anul asta când ma uit la o dezbatere electorală fără sa ma enervez. Mulțumesc,2025-05-14 20:19:36+00:00,601.0,6.0,Positive,-1.0,0.41531075190911637,1.1892898,3.1116645
d9U66yU8dYE,@boruzmirel7103,Interesant ca acest om face efortul sa vina la fiecare invitație si sa vorbească despre problemele noastre comparativ cu simion care este in Polonia parca acolo ar candida si ma intreb pe banii cui se plimbă acest simion.,Interesant ca acest om face efortul sa vina la fiecare invitație si sa vorbească despre problemele noastre comparativ cu simion care este in Polonia parca acolo ar candida si ma intreb pe banii cui se plimbă acest simion.,2025-05-14 17:09:34+00:00,537.0,19.0,Positive,-1.0,0.026434458444242494,1.3774081,4.194411
d9U66yU8dYE,@digital_ctn,"Din punctul meu de vedere a fost cea mai buna varianta din primul tur Nicusor Dan, de data asta chiar am avut pe cine sa votam, pe bune, fara sa ne gandim la raul cel mai mic.
 Succes!","Din punctul meu de vedere a fost cea mai buna varianta din primul tur Nicusor Dan, de data asta chiar am avut pe cine sa votam, pe bune, fara sa ne gandim la raul cel mai mic. Succes!",2025-05-14 16:14:43+00:00,531.0,11.0,Negative,0.0,0.41320895304630256,0.9111156,2.043315
d9U66yU8dYE,@EmaS1995-v4n,"Sincer sa fiu, ascult podcasturile si interviurile ore in sir si cand ma gandesc ca omul asta trebuie sa se pregateasca, sa isi gandeasca bine raspunsurile, sa fie cat se poate de sincer fara sa lase urme de interpretare. lista poate continua.. efectiv m-ar lua cu oboseala. Nu am decat cuvinte de apreciere! Nu zic ca e perfect, nici nu exista perfectiunea pe pamant asadar…Felicitari in continuare!","Sincer sa fiu, ascult podcasturile si interviurile ore in sir si cand ma gandesc ca omul asta trebuie sa se pregateasca, sa isi gandeasca bine raspunsurile, sa fie cat se poate de sincer fara sa lase urme de interpretare. lista poate continua.. efectiv m-ar lua cu oboseala. Nu am decat cuvinte de apreciere! Nu zic ca e perfect, nici nu exista perfectiunea pe pamant asadar…Felicitari in continuare!",2025-05-14 18:13:47+00:00,527.0,5.0,Positive,-1.0,0.12159408400016741,2.214059,4.5460987
d9U66yU8dYE,@florentinacostea1021,"1.Bravo Cosmin- Micutzu! 
2. Nu exista perfecțiune. Nimic în aceasta lume nu este perfect. Cu excepția bunului Dumnezeu! Iar lumea este frumoasa fix datorita imperfecțiunii ei. 
Politica și oamenii care o populează nu fac excepție. 
Dl. ND este , in opinia mea, cu toate imperfecțiunile lui, persoana, omul politic cel mai aproape de ideea de politică buna, corecta, curata. Nu este fix pe fix. Dar este cel mai aproape. 
3. Bravo ND","1.Bravo Cosmin- Micutzu! 2. Nu exista perfecțiune. Nimic în aceasta lume nu este perfect. Cu excepția bunului Dumnezeu! Iar lumea este frumoasa fix datorita imperfecțiunii ei. Politica și oamenii care o populează nu fac excepție. Dl. ND este , in opinia mea, cu toate imperfecțiunile lui, persoana, omul politic cel mai aproape de ideea de politică buna, corecta, curata. Nu este fix pe fix. Dar este cel mai aproape. 3. Bravo ND",2025-05-14 15:42:57+00:00,510.0,20.0,Positive,0.0,1.0,0.10185459,4.928903
d9U66yU8dYE,@furculitza1,"Și eu am votat cu Simion în turul 1 pentru că voiam o schimbare. Acum am realizat că nu doresc o schimbare cu orice preț, un preț prea mare dacă ar ieși Simion președinte","Și eu am votat cu Simion în turul 1 pentru că voiam o schimbare. Acum am realizat că nu doresc o schimbare cu orice preț, un preț prea mare dacă ar ieși Simion președinte",2025-05-14 15:59:49+00:00,505.0,51.0,Positive,-1.0,0.31249999057796995,0.62134147,2.7085226
d9U66yU8dYE,@codrinpetrescu1555,"La inceputul campaniei, ND pentru mine era solutia de avarie, raul cel mai mic. Dupa ce l-am ascultat, atat in medii favorabile cat si in cele ostile sau neutre, a devenit optiunea clara. Nu mai am niciun dubiu ca el este presedintele pe care il asteptam de atata vreme. Iar daca face duo cu Bolojan Prim-Ministru, cred ca vom avea cea mai buna guvernare din 1990 incoace.","La inceputul campaniei, ND pentru mine era solutia de avarie, raul cel mai mic. Dupa ce l-am ascultat, atat in medii favorabile cat si in cele ostile sau neutre, a devenit optiunea clara. Nu mai am niciun dubiu ca el este presedintele pe care il asteptam de atata vreme. Iar daca face duo cu Bolojan Prim-Ministru, cred ca vom avea cea mai buna guvernare din 1990 incoace.",2025-05-14 16:49:18+00:00,499.0,14.0,Positive,-1.0,0.21056232935694594,0.7151497,3.0431755
